iter	Logloss
164	0.2703714227
165	0.2701557778
166	0.269939853
167	0.2696625222
168	0.2694614552
169	0.2692610424
170	0.2691088308
171	0.268967356
172	0.2687467579
173	0.2684833796
174	0.2682525749
175	0.2681038952
176	0.2679451046
177	0.2678369255
178	0.2675852849
179	0.2673902024
180	0.2672614952
181	0.2671000664
182	0.2668947494
183	0.2667058431
184	0.266554473
185	0.266385854
186	0.2662272935
187	0.2660143459
188	0.2658927308
189	0.2657089712
190	0.2656493619
191	0.2655051125
192	0.2653944689
193	0.2652672101
194	0.2650529439
195	0.2648838037
196	0.2647061048
197	0.2645594053
198	0.2644503678
199	0.2643055538
200	0.2641579167
201	0.2640616129
202	0.2638809108
203	0.2637480754
204	0.2636790677
205	0.2635185392
206	0.263339398
207	0.2631898253
208	0.2630704202
209	0.2628866645
210	0.2627127094
211	0.2626174557
212	0.2624986239
213	0.2623019181
214	0.262183921
215	0.262043095
216	0.2618673421
217	0.2617139237
218	0.2616416841
219	0.2614199971
220	0.2613690152
221	0.2612192084
222	0.2610651568
223	0.2608708638
224	0.2608043085
225	0.2606554796
226	0.2604592292
227	0.2602065837
228	0.2600785137
229	0.2599833345
230	0.2597702373
231	0.2596373386
232	0.2594999181
233	0.2593632603
234	0.2591424686
235	0.2589953623
236	0.2588127596
237	0.2586937938
238	0.2585745756
239	0.2584795379
240	0.2584178035
241	0.2582685039
242	0.2580943745
243	0.2579157655
244	0.257806448
245	0.2576741003
246	0.2574774703
247	0.2573512504
248	0.257296777
249	0.2571162419
250	0.2569454999
251	0.2567360933
252	0.2566261006
253	0.2565067368
254	0.2563250621
255	0.2561502079
256	0.2560251593
257	0.2559062658
258	0.2557825299
259	0.2555432106
260	0.2552976328
261	0.2551289827
262	0.2549905262
263	0.254764557
264	0.2546275899
265	0.2543836837
266	0.2542686372
267	0.254182975
268	0.2539777028
269	0.2538674363
270	0.2536931776
271	0.2535648323
272	0.2533652554
273	0.2532348854
274	0.2530965479
275	0.2530016299
276	0.2528894252
277	0.2528414568
278	0.2525969461
279	0.2523573034
280	0.2521961795
281	0.2520010224
282	0.2518687709
283	0.2517769471
284	0.2516628308
285	0.2515240055
286	0.2513363796
287	0.2512289777
288	0.2511101218
289	0.2509764687
290	0.2508383133
291	0.2506611231
292	0.2504965344
293	0.2503103872
294	0.2502127766
295	0.2500358735
296	0.2498297197
297	0.2496979092
298	0.2495362952
299	0.2494372936
300	0.2493181617
301	0.2490848767
302	0.2489484217
303	0.2487460921
304	0.2486161268
305	0.2485175571
306	0.248299556
307	0.2481897528
308	0.2480233852
309	0.2478900287
310	0.2477677995
311	0.2476801204
312	0.2476340166
313	0.2475223545
314	0.2474122077
315	0.2472992198
316	0.2471723766
317	0.2470442888
318	0.2468802972
319	0.2466888302
320	0.246587871
321	0.246493624
322	0.2463793701
323	0.2461591188
324	0.2460790406
325	0.2458680651
326	0.2457486268
327	0.2455864455
328	0.2455302733
329	0.2454626622
330	0.2452245944
331	0.2451140496
332	0.2449537856
333	0.2448369291
334	0.2447203798
335	0.244585775
336	0.2444438477
337	0.2443358875
338	0.2442937858
339	0.2442421118
340	0.2441594635
341	0.2440255766
342	0.2439162314
343	0.243854006
344	0.24363264
345	0.2435521899
346	0.2435126683
347	0.2433279765
348	0.2431637585
349	0.24301077
350	0.2429155463
351	0.242722339
352	0.2426156867
353	0.2424398248
354	0.2423436083
355	0.2422408076
356	0.2420992417
357	0.241885782
358	0.2417572051
359	0.2415205617
360	0.2414300142
361	0.2413049839
362	0.2411390643
363	0.2410500335
364	0.240969611
365	0.2407962145
366	0.2406296719
367	0.2404809694
368	0.2403253341
369	0.2402148161
370	0.2400888994
371	0.2399552639
372	0.239830741
373	0.239726822
374	0.2396628848
375	0.2395108555
376	0.2394254686
377	0.2392374027
378	0.239127547
379	0.2390411196
380	0.238986414
381	0.238835423
382	0.2386974831
383	0.2385407745
384	0.238383833
385	0.238222653
386	0.2381887235
387	0.2380646299
388	0.2378628751
389	0.237658448
390	0.2375029839
391	0.2374025358
392	0.2371774968
393	0.2370288607
394	0.236905193
395	0.2367897912
396	0.2366377012
397	0.2365319717
398	0.2363857835
399	0.2363011532
400	0.236171714
401	0.2359929113
402	0.2359768026
403	0.2357393127
404	0.2356045226
405	0.2354921077
406	0.2353761847
407	0.2351983438
408	0.2350789185
409	0.2348537167
410	0.2347136244
411	0.2346207298
412	0.2344892112
413	0.2342878162
414	0.2342449817
415	0.2341084754
416	0.233989828
417	0.2339488884
418	0.2338850516
419	0.2337947067
420	0.2336979516
421	0.2335832176
422	0.2334588518
423	0.233294493
424	0.2331892835
425	0.2330433919
426	0.2328658803
427	0.2327227914
428	0.2326017586
429	0.2324581246
430	0.2323174992
431	0.2321511957
432	0.2319682033
433	0.231826292
434	0.2317548671
435	0.2315976325
436	0.2314280069
437	0.2313931363
438	0.2312284186
439	0.2310445406
440	0.2308936685
441	0.2307234366
442	0.2305772378
443	0.2303920967
444	0.2303065304
445	0.2301905079
446	0.2300609101
447	0.2298165016
448	0.2295893859
449	0.2294322871
450	0.2292986116
451	0.2291648175
452	0.2290294029
453	0.2290027771
454	0.2289545942
455	0.228784295
456	0.228663076
457	0.2285927566
458	0.2283918436
459	0.228218612
460	0.2280075434
461	0.2278692652
462	0.2277001268
463	0.2275425088
464	0.2274414335
465	0.2273014443
466	0.2271905909
467	0.2269636117
468	0.2268481136
469	0.2267978868
470	0.2266651161
471	0.2265163808
472	0.2264154743
473	0.2263407775
474	0.2262915564
475	0.2262078029
476	0.2260885247
477	0.2260543999
478	0.2258796875
479	0.2257346775
480	0.2256661619
481	0.225634361
482	0.2254262933
483	0.2254101761
484	0.2252552242
485	0.2250915425
486	0.2249465613
487	0.2248245669
488	0.2247189904
489	0.2245802039
490	0.2244516403
491	0.2243272668
492	0.2241696357
493	0.2240605265
494	0.2239327863
495	0.2237645943
496	0.2236473594
497	0.2236033642
498	0.2233903016
499	0.2232576597
500	0.2231186757
501	0.2229436727
502	0.2228123205
503	0.2226718785
504	0.2225082417
505	0.2223576233
506	0.2223431071
507	0.2222736679
508	0.2221065932
509	0.2219959343
510	0.2217734831
511	0.2216497684
512	0.2214927109
513	0.2213998702
514	0.2212438942
515	0.2212237538
516	0.2211870179
517	0.2210597289
518	0.2208250617
519	0.2206956662
520	0.2205177271
521	0.2204618238
522	0.2203013004
523	0.2201556826
524	0.2201195043
525	0.2200156169
526	0.2198479175
527	0.2197877324
528	0.2196589804
529	0.2196031224
530	0.2194018802
531	0.2192783446
532	0.2190943328
533	0.2190205789
534	0.218811008
535	0.2186624758
536	0.2186498774
537	0.2185140616
538	0.2183968462
539	0.2183677386
540	0.2182476839
541	0.2182343905
542	0.2180450882
543	0.2180283158
544	0.2179959467
545	0.2178449771
546	0.2177267856
547	0.2175931404
548	0.2174693631
549	0.2173786428
550	0.2172910153
551	0.2172162921
552	0.217013632
553	0.216894789
554	0.2168711639
555	0.216790285
556	0.216654087
557	0.216580569
558	0.2164720898
559	0.2162735372
560	0.2161632422
561	0.2160412908
562	0.2158793684
563	0.2157594788
564	0.2156010621
565	0.2155540525
566	0.2154582899
567	0.2153664782
568	0.2151832049
569	0.2151683771
570	0.2149950113
571	0.2148417899
572	0.214829108
573	0.2148189592
574	0.2146829085
575	0.2146001378
576	0.214584851
577	0.2144488212
578	0.2142841706
579	0.2140926163
580	0.2139695437
581	0.2138708419
582	0.2137281343
583	0.2137002139
584	0.2135587411
585	0.2134259211
586	0.2133034918
587	0.2131402628
588	0.213019849
589	0.2128582956
590	0.212605516
591	0.2124996623
592	0.2123123808
593	0.2122209959
594	0.2120822332
595	0.211937128
596	0.2118402175
597	0.2118154525
598	0.2116952331
599	0.2115838592
600	0.2114626029
601	0.2113069471
602	0.2112354357
603	0.2111417047
604	0.2110167603
605	0.2109123518
606	0.210801437
607	0.2106938444
608	0.2105910766
609	0.2103880824
610	0.2103458708
611	0.2102538904
612	0.2101160172
613	0.2100458275
614	0.2099337646
615	0.2097766563
616	0.2097006221
617	0.2096290883
618	0.20955743
619	0.209468984
620	0.2093776922
621	0.2092440407
622	0.2091153268
623	0.208956039
624	0.2088719203
625	0.2088415951
626	0.2086537495
627	0.208516634
628	0.2083694503
629	0.2082516103
630	0.2081485504
631	0.2081135045
632	0.2079731946
633	0.2079536858
634	0.2078872144
635	0.2077301193
636	0.207601552
637	0.2075392549
638	0.2074104164
639	0.2073997641
640	0.2072037947
641	0.2070650822
642	0.206914542
643	0.2068767228
644	0.2067968337
645	0.2066370138
646	0.2064827125
647	0.2063762057
648	0.2062662312
649	0.2062100848
650	0.206069889
651	0.2058882295
652	0.2057829826
653	0.2057018414
654	0.2055264548
655	0.2053443244
656	0.2052261741
657	0.2050161769
658	0.2048899624
659	0.2047961295
660	0.2047546203
661	0.2045954782
662	0.2044775315
663	0.2043564853
664	0.2042750996
665	0.2041784822
666	0.2040950886
667	0.2039558018
668	0.20383442
669	0.2037066167
670	0.2036353121
671	0.2035196178
672	0.2033999161
673	0.2033512159
674	0.2032980441
675	0.2031880115
676	0.2030839043
677	0.2029300002
678	0.2028169977
679	0.2026766298
680	0.2026105603
681	0.2024303792
682	0.2023882869
683	0.2022699371
684	0.2021541896
685	0.202124558
686	0.2020044357
687	0.2019236442
688	0.2017794459
689	0.2016576949
690	0.201508029
691	0.2013614011
692	0.2013097898
693	0.2012052055
694	0.2010063415
695	0.200946954
696	0.2008025044
697	0.2006936545
698	0.2005718284
699	0.2004515557
700	0.2003476645
701	0.2002117854
702	0.200080464
703	0.1999726218
704	0.1999059332
705	0.1998430613
706	0.1997129036
707	0.1996937377
708	0.1995791009
709	0.1994333699
710	0.1993042404
711	0.199097498
712	0.1989358746
713	0.1987258177
714	0.1986027968
715	0.198524316
716	0.1984364922
717	0.1983722475
718	0.1982408979
719	0.1980837915
720	0.1979899212
721	0.1978679215
722	0.1976903856
723	0.1975962777
724	0.1974651043
725	0.1973867297
726	0.1972638653
727	0.1970760571
728	0.1969181776
729	0.1967563894
730	0.1966031876
731	0.1965275069
732	0.1963575047
733	0.1962500006
734	0.1961627513
735	0.1960247658
736	0.1959289902
737	0.1957711149
738	0.1956949991
739	0.1955562245
740	0.1954048591
741	0.1952720913
742	0.1951911891
743	0.1950844527
744	0.1950210219
745	0.195001962
746	0.1949013876
747	0.1947851127
748	0.194593634
749	0.1945268625
750	0.194400121
751	0.194266915
752	0.194162993
753	0.1940957517
754	0.1940385335
755	0.1939649785
756	0.1937750284
757	0.1936000034
758	0.1934761795
759	0.1934071266
760	0.1933148968
761	0.1932045425
762	0.1930151866
763	0.1929262879
764	0.1928539938
765	0.1927364682
766	0.1926488879
767	0.1925783498
768	0.1924673596
769	0.1924318211
770	0.192415867
771	0.1923009185
772	0.1921508583
773	0.1920455157
774	0.1918879816
775	0.1917888611
776	0.1916824905
777	0.1915900489
778	0.1914347836
779	0.1913035433
780	0.1911757591
781	0.1910689924
782	0.1909200687
783	0.19083335
784	0.1907025647
785	0.190527511
786	0.1903830056
787	0.1902720654
788	0.1901535569
789	0.1900774944
790	0.1899408448
791	0.1897970773
792	0.1896942391
793	0.1895544015
794	0.1894866026
795	0.189446635
796	0.1893562322
797	0.1892515158
798	0.1891636898
799	0.1890358845
800	0.1890289465
801	0.1889394564
802	0.1888399374
803	0.1887972155
804	0.1887179903
805	0.1886050242
806	0.1885145627
807	0.188417783
808	0.1883147275
809	0.1882014635
810	0.1881033368
811	0.1880528363
812	0.1879499379
813	0.1879293468
814	0.1878499617
815	0.1877115907
816	0.1876559324
817	0.1875726179
818	0.1874772157
819	0.1873563253
820	0.1871884228
821	0.187065158
822	0.1869482773
823	0.1868592043
824	0.1867132791
825	0.1866587465
826	0.1865567077
827	0.1863956572
828	0.186318699
829	0.1862307882
830	0.1860855104
831	0.1859239203
832	0.1858439343
833	0.1858325293
834	0.1857412867
835	0.1856268942
836	0.185427866
837	0.1853177326
838	0.1850802544
839	0.1849597768
840	0.1849136152
841	0.1848235477
842	0.1847337346
843	0.1845499662
844	0.1844556456
845	0.1843493573
846	0.1842480814
847	0.1841271578
848	0.1840213944
849	0.1839336
850	0.1838804277
851	0.1838113335
852	0.1837730981
853	0.183749912
854	0.1836535528
855	0.183551926
856	0.1834819076
857	0.1834037743
858	0.1832927923
859	0.1832270385
860	0.1831825776
861	0.1829889084
862	0.1828441499
863	0.1827541491
864	0.1826248289
865	0.182555986
866	0.1824357041
867	0.1823715132
868	0.182288122
869	0.1821822359
870	0.1820783342
871	0.1819853646
872	0.1818778844
873	0.1817801012
874	0.1816905832
875	0.1815102294
876	0.1813577569
877	0.181241583
878	0.181124251
879	0.1810080891
880	0.1808885713
881	0.1808076643
882	0.1807208352
883	0.1806012194
884	0.1805389443
885	0.1803781455
886	0.1802681802
887	0.1801660215
888	0.1800356346
889	0.1799696316
890	0.1798705582
891	0.1798565931
892	0.1797166372
893	0.1796196863
894	0.1795386298
895	0.1794576741
896	0.1793420958
897	0.1792654084
898	0.179096158
899	0.1789860089
900	0.1788510257
901	0.1787442031
902	0.178590935
903	0.1784589563
904	0.1782853378
905	0.1781858624
906	0.178090577
907	0.1780135114
908	0.1778980716
909	0.1778423892
910	0.1777405636
911	0.177654425
912	0.177566018
913	0.1774959874
914	0.1773538529
915	0.1772541294
916	0.1771742066
917	0.177056809
918	0.1769869544
919	0.1768235496
920	0.1767165357
921	0.1766329201
922	0.1765546675
923	0.1764610801
924	0.1763035429
925	0.1761686093
926	0.176103825
927	0.1760151942
928	0.1758573785
929	0.1757490659
930	0.1756655179
931	0.1754928714
932	0.1754581519
933	0.1753919362
934	0.1752827613
935	0.1751307821
936	0.1750514945
937	0.1748880277
938	0.1748587669
939	0.1747949195
940	0.1747823024
941	0.1746788995
942	0.1745306342
943	0.1744511665
944	0.1742887126
945	0.1742305155
946	0.174108464
947	0.1740082879
948	0.1739197784
949	0.1737567899
950	0.1736800758
951	0.1734864873
952	0.1734082537
953	0.1733461971
954	0.1731941265
955	0.1730669748
956	0.1729487647
957	0.1728395043
958	0.1727762217
959	0.1727661978
960	0.1727236154
961	0.1726706073
962	0.1725491951
963	0.172446181
964	0.1723802853
965	0.1722594622
966	0.1720996141
967	0.1720842577
968	0.172039821
969	0.1719503365
970	0.1718633947
971	0.171733231
972	0.1716254819
973	0.171508945
974	0.171441852
975	0.1713756603
976	0.171267894
977	0.1711681379
978	0.1710294532
979	0.1709796956
980	0.1709492694
981	0.1708836638
982	0.1708667254
983	0.1708315559
984	0.1707447042
985	0.1706466992
986	0.1705361874
987	0.1704523538
988	0.1703633705
989	0.1702178007
990	0.1701546316
991	0.1700505007
992	0.1699365521
993	0.1699032411
994	0.1698254827
995	0.1697145451
996	0.1696604187
997	0.1695664392
998	0.1695040701
999	0.1693575309
