iter	Logloss
662	0.2035958822
663	0.2035273691
664	0.2034052493
665	0.2033045535
666	0.2031124258
667	0.2030917559
668	0.2029533631
669	0.2028333865
670	0.2026971886
671	0.20255837
672	0.2025357804
673	0.2024412157
674	0.2023351026
675	0.2022431521
676	0.2020565352
677	0.201937597
678	0.2018447305
679	0.2018359734
680	0.2017295703
681	0.2016215518
682	0.2015059614
683	0.2013327505
684	0.2013038409
685	0.2011929154
686	0.2010683881
687	0.2009145713
688	0.2007509331
689	0.2005599124
690	0.2003701193
691	0.2002338915
692	0.2001502607
693	0.200015663
694	0.1998108642
695	0.1997074136
696	0.1995685545
697	0.1994082519
698	0.1993830051
699	0.199347058
700	0.1992009473
701	0.1990572397
702	0.1989110327
703	0.1987750374
704	0.1986536647
705	0.1985156916
706	0.1983691499
707	0.198204992
708	0.198105719
709	0.1980057965
710	0.197905139
711	0.1978935699
712	0.1977999731
713	0.1976896438
714	0.1975606188
715	0.197440376
716	0.1973237022
717	0.1972454738
718	0.1970876909
719	0.1970032294
720	0.1968543538
721	0.1967217565
722	0.1967018638
723	0.196617023
724	0.196469321
725	0.1964055636
726	0.1963129144
727	0.1962921211
728	0.1962135655
729	0.1961150908
730	0.1960723566
731	0.1959730523
732	0.19585706
733	0.1957633117
734	0.1956586969
735	0.1955593026
736	0.1954757348
737	0.195385562
738	0.1953140746
739	0.1952007874
740	0.1951865179
741	0.1950690882
742	0.1949221952
743	0.1947334612
744	0.1945519422
745	0.1944037271
746	0.1942724356
747	0.1940934807
748	0.1940134363
749	0.1939024972
750	0.1938758458
751	0.1937447333
752	0.1936050122
753	0.19348009
754	0.1933431696
755	0.1931932699
756	0.1930717356
757	0.1929923596
758	0.1929014491
759	0.1928052785
760	0.1927848488
761	0.1927600525
762	0.1927143693
763	0.1926249367
764	0.1924899181
765	0.1923537544
766	0.1921629867
767	0.1920204625
768	0.1919387457
769	0.19190811
770	0.1917947282
771	0.1916944993
772	0.1915269657
773	0.1914531044
774	0.1913981981
775	0.191322778
776	0.1911912515
777	0.1911694673
778	0.1910391816
779	0.1909184759
780	0.1908262013
781	0.1906880043
782	0.190546505
783	0.1903433483
784	0.1901604998
785	0.1900345477
786	0.1899321572
787	0.1897814988
788	0.1896147832
789	0.1894653171
790	0.1893773941
791	0.189225086
792	0.1890475031
793	0.1890351515
794	0.1888678789
795	0.1887554959
796	0.1886889239
797	0.1885911316
798	0.1885116328
799	0.188429055
800	0.1882417164
801	0.1881224208
802	0.1880137704
803	0.1878984249
804	0.1878224435
805	0.1877331521
806	0.1875933857
807	0.1875103054
808	0.1874330773
809	0.1873036978
810	0.1871844737
811	0.1871703164
812	0.1870988862
813	0.1870025118
814	0.1868787671
815	0.1867632933
816	0.1866380582
817	0.1865655406
818	0.1864903661
819	0.1863902991
820	0.1863249239
821	0.1862718663
822	0.18616897
823	0.1860738689
824	0.1859483507
825	0.1858336761
826	0.1857243728
827	0.1856723784
828	0.1855145448
829	0.1854763839
830	0.1853282937
831	0.1853209262
832	0.1852182848
833	0.1851270166
834	0.1850241074
835	0.1848608455
836	0.1847459436
837	0.1846011602
838	0.1844537622
839	0.1843475412
840	0.1842221927
841	0.1841137892
842	0.1840804352
843	0.1839461857
844	0.1838645772
845	0.1837473717
846	0.1836292982
847	0.1834622334
848	0.1834136286
849	0.1833184062
850	0.1832436704
851	0.1831214832
852	0.1829550171
853	0.1828539325
854	0.182747088
855	0.1825474812
856	0.1824289571
857	0.1823119769
858	0.1822156428
859	0.1821317685
860	0.1819605595
861	0.1819374837
862	0.1817726306
863	0.1816578381
864	0.1815568315
865	0.1814176499
866	0.1813675462
867	0.1812529228
868	0.1811183002
869	0.1809950833
870	0.1808578729
871	0.1807245443
872	0.1805742187
873	0.1804998685
874	0.180370868
875	0.1803409544
876	0.1802362093
877	0.1801093311
878	0.1799988368
879	0.1799106826
880	0.1797888301
881	0.1797131586
882	0.1796375023
883	0.1795670755
884	0.1794299006
885	0.1793360354
886	0.1792615993
887	0.1791868548
888	0.1790306905
889	0.1789314517
890	0.1788340163
891	0.1787059228
892	0.1785753156
893	0.1784338965
894	0.1782862177
895	0.1781309003
896	0.1779774153
897	0.1778557303
898	0.1777779423
899	0.1776820381
900	0.1775987456
901	0.1775209897
902	0.177416373
903	0.1773302306
904	0.1772369164
905	0.1771640465
906	0.1771464379
907	0.1770260266
908	0.1769282258
909	0.1767622625
910	0.1767203184
911	0.1765434512
912	0.1764640107
913	0.1763270778
914	0.1762257653
915	0.1762141707
916	0.176064868
917	0.1759718828
918	0.1758506838
919	0.1757374912
920	0.1757312076
921	0.1756117214
922	0.175600372
923	0.1754876156
924	0.175413859
925	0.1753417144
926	0.1752569176
927	0.175136057
928	0.1750548729
929	0.1748806309
930	0.1747286187
931	0.1745795892
932	0.1745071224
933	0.1744654887
934	0.1744437653
935	0.1743803368
936	0.174307271
937	0.1742436536
938	0.1742291038
939	0.1741319886
940	0.1740629566
941	0.1739955779
942	0.1738809913
943	0.17373869
944	0.1735608234
945	0.1735232961
946	0.1735061613
947	0.1734335961
948	0.1733562341
949	0.1733235045
950	0.1731863857
951	0.173046947
952	0.1729251791
953	0.1728358063
954	0.1727300823
955	0.172624486
956	0.1725088441
957	0.1724306605
958	0.1723531868
959	0.1722783104
960	0.1722702735
961	0.1721861648
962	0.1720978567
963	0.1720357218
964	0.1718982428
965	0.1717579986
966	0.1716567698
967	0.1715765225
968	0.1715050853
969	0.1714026302
970	0.1713447654
971	0.1712791375
972	0.1711120296
973	0.1709842472
974	0.1708536568
975	0.1707103457
976	0.1705595932
977	0.1705343631
978	0.1704448788
979	0.1702825573
980	0.1702026793
981	0.1700789146
982	0.1699419176
983	0.1698214453
984	0.1696461637
985	0.1695098158
986	0.1694079201
987	0.1693131761
988	0.1692518325
989	0.1692418062
990	0.1692288731
991	0.1691152162
992	0.1690979039
993	0.1689481915
994	0.1688777621
995	0.1688563282
996	0.1687171852
997	0.1686455979
998	0.1685134829
999	0.1684421004
